trip_driver_id,trip_id,driver_id,driver_role,hours_driven
953,648,335,Primary,11.5
954,649,410,Primary,14.85
955,649,388,Second Driver,14.01
956,650,347,Primary,13.2
957,650,395,Second Driver,14.35
958,651,155,Primary,6.54
959,651,411,Second Driver,6.78
960,652,80,Primary,46.68
961,653,413,Primary,32.42
962,654,357,Primary,4.68
963,655,274,Primary,4.86
964,656,249,Primary,6.5
965,656,9,Second Driver,7.25
966,657,407,Primary,3.58
967,658,281,Primary,6.15
968,659,81,Primary,5.81
969,660,414,Primary,32.58
970,661,310,Primary,11.71
971,662,45,Primary,1.24
972,663,358,Primary,14.7
973,663,102,Second Driver,16.2
974,664,167,Primary,9.19
975,664,72,Second Driver,9.45
976,665,307,Primary,8.52
977,666,322,Primary,25.32
978,667,31,Primary,25.32
979,668,273,Primary,33.81
980,669,411,Primary,15.72
981,669,386,Second Driver,16.33
982,670,343,Primary,36.84
983,671,65,Primary,20.81
984,672,185,Primary,7.65
985,673,361,Primary,12.27
986,673,349,Second Driver,12.36
987,674,152,Primary,8.75
988,674,35,Second Driver,6.86
989,675,368,Primary,2.75
990,676,112,Primary,23.4
991,676,70,Second Driver,23.68
992,677,414,Primary,26.25
993,678,164,Primary,14.95
994,678,391,Second Driver,14.46
995,679,307,Primary,31.75
996,680,35,Primary,7.28
997,680,44,Second Driver,9.62
998,681,97,Primary,16.34
999,681,21,Second Driver,15.89
1000,682,153,Primary,4.92
1001,683,371,Primary,7.87
1002,684,188,Primary,20.93
1003,684,327,Second Driver,19.34
1004,685,244,Primary,3.67
1005,686,402,Primary,18.69
1006,686,187,Second Driver,18.02
1007,687,48,Primary,21.4
1008,687,85,Second Driver,18.46
1009,688,254,Primary,39.69
1010,689,405,Primary,8.33
1011,690,236,Primary,6.39
1012,691,218,Primary,19.08
1013,691,401,Second Driver,19.63
1014,692,321,Primary,21.66
1015,693,161,Primary,8.35
1016,693,31,Second Driver,8.34
1017,694,237,Primary,19.75
1018,694,212,Second Driver,17.43
1019,695,8,Primary,6.08
1020,695,343,Second Driver,6.08
1021,696,420,Primary,10.89
1022,696,291,Second Driver,11.39
1023,697,260,Primary,28.77
1024,698,282,Primary,3.99
1025,699,176,Primary,31.27
1026,700,372,Primary,43.41
1027,701,283,Primary,25.73
1028,702,380,Primary,31.95
1029,703,20,Primary,15.96
1030,703,198,Second Driver,16.08
1031,704,334,Primary,11.5
1032,704,54,Second Driver,11.32
1033,705,125,Primary,13.98
1034,705,289,Second Driver,13.94
1035,706,303,Primary,13.6
1036,706,408,Second Driver,12.01
1037,707,410,Primary,10.17
1038,707,321,Second Driver,11.43
1039,708,8,Primary,6.99
1040,708,31,Second Driver,7.89
1041,709,190,Primary,7.79
1042,709,193,Second Driver,8.53
1043,710,285,Primary,7.99
1044,710,86,Second Driver,8.2
1045,711,418,Primary,27.35
1046,711,45,Second Driver,30.97
1047,712,48,Primary,22.33
1048,712,62,Second Driver,19.77
1049,713,137,Primary,6.3
1050,713,404,Second Driver,6.45
1051,714,102,Primary,17.99
1052,714,96,Second Driver,17.05
1053,715,362,Primary,12.95
1054,715,232,Second Driver,11.79
1055,716,311,Primary,21.2
1056,717,198,Primary,16.48
1057,717,415,Second Driver,16.51
1058,718,403,Primary,7.19
1059,718,62,Second Driver,7.13
1060,719,202,Primary,18.38
1061,719,289,Second Driver,18.01
1062,720,148,Primary,11.15
1063,721,174,Primary,21.91
1064,721,268,Second Driver,23.07
1065,722,248,Primary,24.45
1066,723,358,Primary,40.54
1067,724,402,Primary,41.55
1068,725,139,Primary,9.37
1069,725,294,Second Driver,9.72
1070,726,262,Primary,44.54
1071,727,155,Primary,16.32
1072,727,178,Second Driver,15.92
1073,728,168,Primary,7.41
1074,729,324,Primary,14.11
1075,729,27,Second Driver,13.01
1076,730,311,Primary,23.29
1077,731,212,Primary,13.93
1078,731,134,Second Driver,13.31
1079,732,30,Primary,7.12
1080,732,209,Second Driver,6.22
1081,733,162,Primary,15.15
1082,733,202,Second Driver,16.98
1083,734,384,Primary,16.29
1084,735,73,Primary,17.17
1085,735,68,Second Driver,15.84
1086,736,16,Primary,6.63
1087,737,264,Primary,44.31
1088,738,305,Primary,40.25
1089,739,93,Primary,34.93
1090,740,399,Primary,7.85
1091,741,262,Primary,31.02
1092,742,164,Primary,15.51
1093,742,364,Second Driver,15.26
1094,743,90,Primary,14.1
1095,743,28,Second Driver,13.73
1096,744,358,Primary,14.31
1097,744,412,Second Driver,16.13
1098,745,100,Primary,9.21
1099,745,382,Second Driver,9.2
1100,746,403,Primary,15.23
1101,746,148,Second Driver,14.86
1102,747,204,Primary,15.81
1103,747,29,Second Driver,14.3
1104,748,239,Primary,24.24
1105,749,156,Primary,21.16
1106,749,326,Second Driver,17.92
1107,750,388,Primary,11.32
1108,750,92,Second Driver,11.44
1109,751,24,Primary,30.89
1110,752,104,Primary,8.81
1111,753,273,Primary,6.28
1112,754,99,Primary,7.76
1113,754,374,Second Driver,7.82
1114,755,317,Primary,15.12
1115,755,113,Second Driver,17.03
1116,756,325,Primary,7.01
1117,756,185,Second Driver,7.31
1118,757,48,Primary,5.7
1119,758,361,Primary,7.61
1120,758,198,Second Driver,7.67
1121,759,253,Primary,43.18
1122,760,278,Primary,26.71
1123,761,264,Primary,19.95
1124,761,162,Second Driver,19.61
1125,762,73,Primary,5.36
1126,763,122,Primary,19.59
1127,763,366,Second Driver,21.2
1128,764,229,Primary,18.15
1129,764,314,Second Driver,18.61
1130,765,248,Primary,41.32
1131,766,378,Primary,14.52
1132,766,212,Second Driver,14.28
1133,767,311,Primary,9.12
1134,767,265,Second Driver,8.29
1135,768,107,Primary,31.8
1136,769,125,Primary,16.46
1137,769,107,Second Driver,18.88
1138,770,66,Primary,39.66
1139,771,408,Primary,17.07
1140,772,344,Primary,6.55
1141,773,291,Primary,29.76
1142,774,154,Primary,19.55
1143,775,365,Primary,13.94
1144,776,180,Primary,12.73
1145,776,302,Second Driver,13.04
1146,777,395,Primary,11.26
1147,777,284,Second Driver,11.62
1148,778,184,Primary,17.77
1149,778,383,Second Driver,17.41
1150,779,403,Primary,6.19
1151,779,19,Second Driver,5.15
1152,780,382,Primary,31.03
1153,781,342,Primary,21.61
1154,782,137,Primary,14.07
1155,782,363,Second Driver,13.59
1156,783,73,Primary,7.74
1157,783,184,Second Driver,7.38
1158,784,344,Primary,7.51
1159,784,354,Second Driver,7.38
1160,785,146,Primary,11.1
1161,786,178,Primary,9.94
1162,786,143,Second Driver,8.86
1163,787,287,Primary,10.66
1164,788,85,Primary,36.4
1165,789,49,Primary,5.33
1166,790,66,Primary,15.24
1167,791,376,Primary,17.29
1168,792,150,Primary,13.69
1169,792,220,Second Driver,14.15
1170,793,164,Primary,10.1
1171,794,247,Primary,32.09
1172,795,391,Primary,16.06
1173,796,234,Primary,8.08
1174,797,113,Primary,16.63
1175,797,194,Second Driver,15.1
1176,798,240,Primary,20.76
1177,798,33,Second Driver,20.15
1178,799,209,Primary,10.1
1179,799,231,Second Driver,9.57
1180,800,10,Primary,8.09
1181,801,266,Primary,18.68
1182,801,77,Second Driver,20.14
1183,802,122,Primary,19.43
1184,802,33,Second Driver,20.94
1185,803,364,Primary,11.26
1186,803,174,Second Driver,10.79
1187,804,308,Primary,7.34
1188,805,284,Primary,3.11
1189,806,49,Primary,9.58
1190,807,55,Primary,31.89
1191,808,119,Primary,17.42
1192,809,366,Primary,9.84
1193,809,263,Second Driver,10.43
1194,810,129,Primary,36.24
1195,811,268,Primary,23.39
1196,812,383,Primary,11.61
1197,812,328,Second Driver,12.64
1198,813,112,Primary,8.75
1199,813,330,Second Driver,8.35
1200,814,107,Primary,12.04
1201,814,45,Second Driver,12.5
1202,815,110,Primary,6.64
1203,815,359,Second Driver,7.14
1204,816,269,Primary,6.59
1205,816,274,Second Driver,6.81
1206,817,367,Primary,12.54
1207,817,375,Second Driver,13.64
1208,818,195,Primary,13.71
1209,819,150,Primary,10.0
1210,819,241,Second Driver,9.26
1211,820,383,Primary,42.02
1212,821,43,Primary,17.44
1213,821,255,Second Driver,20.02
1214,822,310,Primary,5.13
1215,823,153,Primary,23.54
1216,824,155,Primary,22.07
1217,824,205,Second Driver,18.82
1218,825,140,Primary,23.15
1219,826,326,Primary,12.72
1220,827,289,Primary,23.22
1221,827,94,Second Driver,19.18
1222,828,203,Primary,14.03
1223,828,284,Second Driver,13.6
1224,829,125,Primary,32.28
1225,830,326,Primary,13.09
1226,831,35,Primary,14.11
1227,831,317,Second Driver,12.41
1228,832,401,Primary,6.75
1229,832,160,Second Driver,6.27
1230,833,278,Primary,12.91
1231,833,291,Second Driver,14.71
1232,834,198,Primary,15.48
1233,834,344,Second Driver,15.96
1234,835,33,Primary,23.35
1235,835,134,Second Driver,21.24
1236,836,53,Primary,5.01
1237,836,122,Second Driver,5.91
1238,837,133,Primary,14.21
1239,838,170,Primary,16.48
1240,839,156,Primary,7.97
1241,839,273,Second Driver,7.1
1242,840,218,Primary,7.96
1243,841,108,Primary,34.76
1244,842,100,Primary,18.04
1245,842,21,Second Driver,19.95
1246,843,393,Primary,13.24
1247,843,230,Second Driver,12.25
1248,844,417,Primary,11.52
1249,845,271,Primary,42.36
1250,846,110,Primary,13.06
1251,847,127,Primary,18.74
1252,847,130,Second Driver,17.68
1253,848,247,Primary,30.01
1254,849,187,Primary,10.73
1255,849,396,Second Driver,10.34
1256,850,144,Primary,31.66
1257,851,403,Primary,16.42
1258,852,216,Primary,10.21
1259,852,240,Second Driver,9.88
1260,853,377,Primary,14.02
1261,853,117,Second Driver,13.85
1262,854,368,Primary,10.76
1263,854,226,Second Driver,10.69
1264,855,294,Primary,41.4
1265,856,70,Primary,32.09
1266,857,288,Primary,6.65
1267,857,221,Second Driver,6.92
1268,858,348,Primary,15.46
1269,858,99,Second Driver,12.79
1270,859,256,Primary,7.74
1271,860,162,Primary,9.16
1272,860,289,Second Driver,9.5
1273,861,224,Primary,11.51
1274,861,251,Second Driver,10.79
1275,862,216,Primary,1.95
1276,863,94,Primary,15.35
1277,864,321,Primary,31.81
1278,865,199,Primary,13.69
1279,865,23,Second Driver,13.06
1280,866,306,Primary,16.65
1281,867,206,Primary,10.96
1282,868,319,Primary,9.6
1283,869,148,Primary,27.55
1284,870,237,Primary,21.34
1285,870,46,Second Driver,20.97
1286,871,106,Primary,33.36
1287,872,101,Primary,0.61
1288,873,371,Primary,8.42
1289,873,134,Second Driver,8.28
1290,874,241,Primary,2.86
1291,875,65,Primary,36.31
1292,876,328,Primary,17.37
1293,876,73,Second Driver,18.42
1294,877,312,Primary,9.42
1295,878,215,Primary,17.96
1296,878,420,Second Driver,18.66
1297,879,120,Primary,24.8
1298,880,43,Primary,7.19
1299,881,329,Primary,10.22
1300,881,395,Second Driver,10.29
1301,882,215,Primary,35.35
1302,883,402,Primary,11.08
1303,883,246,Second Driver,9.7
1304,884,331,Primary,8.78
1305,884,193,Second Driver,7.88
1306,885,105,Primary,8.18
1307,886,376,Primary,14.16
1308,886,298,Second Driver,14.17
1309,887,61,Primary,12.58
1310,887,162,Second Driver,11.88
1311,888,205,Primary,35.69
1312,889,259,Primary,12.0
1313,889,369,Second Driver,11.9
1314,890,174,Primary,16.07
1315,890,115,Second Driver,18.21
1316,891,266,Primary,44.05
1317,892,395,Primary,3.73
1318,893,72,Primary,12.58
1319,894,45,Primary,5.11
1320,894,65,Second Driver,4.89
1321,895,369,Primary,10.82
1322,895,250,Second Driver,10.57
1323,896,130,Primary,37.37
1324,897,269,Primary,29.93
1325,897,274,Second Driver,24.62
1326,898,16,Primary,0.54
1327,899,88,Primary,35.98
1328,900,158,Primary,13.31
1329,900,254,Second Driver,15.4
1330,901,118,Primary,26.01
1331,901,82,Second Driver,23.5
1332,902,14,Primary,9.97
1333,902,335,Second Driver,9.64
1334,903,365,Primary,22.67
1335,904,58,Primary,26.16
1336,905,32,Primary,23.54
1337,905,5,Second Driver,22.9
1338,906,410,Primary,19.9
1339,906,305,Second Driver,18.54
1340,907,351,Primary,6.93
1341,907,223,Second Driver,7.26
1342,908,217,Primary,34.45
1343,909,99,Primary,14.5
1344,909,9,Second Driver,15.61
1345,910,281,Primary,24.98
1346,911,255,Primary,16.23
1347,911,58,Second Driver,18.41
1348,912,208,Primary,13.05
1349,912,118,Second Driver,13.14
1350,913,112,Primary,12.39
1351,914,328,Primary,25.15
1352,915,88,Primary,13.26
1353,915,170,Second Driver,13.47
1354,916,186,Primary,5.95
1355,916,197,Second Driver,6.22
1356,917,67,Primary,23.56
1357,918,151,Primary,18.52
1358,918,111,Second Driver,18.19
1359,919,97,Primary,5.06
1360,920,347,Primary,8.8
1361,921,367,Primary,25.01
1362,922,277,Primary,25.56
1363,923,329,Primary,28.59
1364,924,68,Primary,2.7
1365,925,294,Primary,22.19
1366,926,154,Primary,11.22
1367,926,135,Second Driver,12.44
1368,927,330,Primary,19.17
1369,928,202,Primary,9.38
1370,928,346,Second Driver,7.96
1371,929,57,Primary,18.78
1372,929,336,Second Driver,19.72
1373,930,370,Primary,10.43
1374,930,15,Second Driver,11.34
1375,931,128,Primary,19.34
1376,932,18,Primary,31.18
1377,933,359,Primary,19.78
1378,933,288,Second Driver,17.53
1379,934,321,Primary,2.16
1380,935,382,Primary,28.71
1381,936,260,Primary,10.35
1382,936,53,Second Driver,11.22
1383,937,222,Primary,18.17
1384,938,135,Primary,19.84
1385,938,411,Second Driver,21.18
1386,939,284,Primary,13.04
1387,939,39,Second Driver,13.19
1388,940,58,Primary,12.07
1389,940,287,Second Driver,13.2
1390,941,383,Primary,11.46
1391,942,215,Primary,37.64
1392,943,199,Primary,14.82
1393,944,358,Primary,17.2
1394,945,15,Primary,1.67
1395,946,372,Primary,33.65
1396,947,75,Primary,22.97
1397,947,322,Second Driver,23.44
1398,948,368,Primary,8.75
1399,948,192,Second Driver,9.98
1400,949,43,Primary,34.15
1401,950,92,Primary,16.89
1402,950,321,Second Driver,18.06
1403,951,160,Primary,7.84
1404,952,287,Primary,5.64
1405,952,76,Second Driver,6.12
1406,953,168,Primary,36.55
1407,954,359,Primary,25.9
1408,955,235,Primary,4.86
1409,956,346,Primary,28.74
1410,957,251,Primary,16.39
1411,957,353,Second Driver,17.91
1412,958,352,Primary,14.85
1413,958,311,Second Driver,13.6
1414,959,148,Primary,19.96
1415,960,229,Primary,8.19
1416,961,126,Primary,20.99
1417,962,160,Primary,12.68
1418,962,233,Second Driver,12.86
1419,963,264,Primary,8.75
1420,964,196,Primary,12.32
1421,964,176,Second Driver,15.36
1422,965,203,Primary,35.51
1423,966,175,Primary,11.64
1424,967,410,Primary,25.65
1425,968,101,Primary,34.72
1426,969,85,Primary,7.43
1427,970,46,Primary,9.85
1428,970,51,Second Driver,10.38
1429,971,329,Primary,40.6
1430,972,415,Primary,18.45
1431,972,199,Second Driver,19.39
1432,973,33,Primary,8.06
1433,973,37,Second Driver,8.81
1434,974,342,Primary,7.74
1435,975,159,Primary,3.54
1436,976,186,Primary,7.76
1437,977,307,Primary,8.61
1438,977,313,Second Driver,8.61
1439,978,403,Primary,12.92
1440,978,19,Second Driver,13.5
1441,979,23,Primary,16.45
1442,980,48,Primary,25.11
1443,981,325,Primary,9.54
1444,982,346,Primary,5.85
1445,982,68,Second Driver,5.43
1446,983,48,Primary,12.83
1447,983,278,Second Driver,12.7
1448,984,168,Primary,22.75
1449,984,255,Second Driver,21.61
1450,985,220,Primary,10.76
1451,985,241,Second Driver,10.2
1452,986,217,Primary,12.03
1453,987,107,Primary,20.74
1454,987,325,Second Driver,21.54
1455,988,180,Primary,14.18
1456,988,99,Second Driver,13.81
1457,989,363,Primary,33.08
1458,990,354,Primary,10.3
1459,990,177,Second Driver,10.33
1460,991,195,Primary,13.31
1461,991,114,Second Driver,13.64
1462,992,228,Primary,18.72
1463,992,300,Second Driver,16.44
1464,993,3,Primary,1.9
1465,994,81,Primary,15.49
1466,994,267,Second Driver,21.02
1467,995,382,Primary,4.62
1468,996,419,Primary,14.83
1469,996,140,Second Driver,12.31
1470,997,76,Primary,18.28
1471,997,168,Second Driver,16.57
1472,998,110,Primary,15.82
1473,998,321,Second Driver,14.3
1474,999,184,Primary,23.67
1475,1000,304,Primary,26.22
1476,1001,43,Primary,0.95
1477,1002,20,Primary,11.71
1478,1002,262,Second Driver,12.15
1479,1003,73,Primary,6.07
1480,1004,93,Primary,7.02
1481,1005,34,Primary,9.86
1482,1005,154,Second Driver,11.71
1483,1006,354,Primary,0.69
1484,1007,347,Primary,41.97
1485,1008,176,Primary,10.44
1486,1009,190,Primary,6.21
1487,1009,331,Second Driver,6.77
1488,1010,19,Primary,40.09
1489,1011,100,Primary,15.0
1490,1011,417,Second Driver,13.72
1491,1012,117,Primary,9.03
1492,1012,393,Second Driver,9.31
1493,1013,119,Primary,22.01
1494,1013,213,Second Driver,22.61
1495,1014,403,Primary,5.01
1496,1015,7,Primary,22.64
1497,1015,239,Second Driver,21.66
1498,1016,319,Primary,18.83
1499,1016,148,Second Driver,20.12
1500,1017,292,Primary,12.27
1501,1017,259,Second Driver,12.17
1502,1018,304,Primary,8.23
1503,1019,173,Primary,22.97
1504,1020,16,Primary,25.27
1505,1021,291,Primary,9.68
1506,1022,344,Primary,20.7
1507,1023,76,Primary,24.51
1508,1023,114,Second Driver,23.97
1509,1024,104,Primary,17.76
1510,1024,343,Second Driver,17.47
1511,1025,152,Primary,28.54
1512,1026,314,Primary,21.0
1513,1026,329,Second Driver,19.76
1514,1027,271,Primary,11.08
1515,1027,100,Second Driver,11.88
1516,1028,363,Primary,20.92
1517,1029,110,Primary,0.97
1518,1030,13,Primary,13.46
1519,1030,56,Second Driver,11.97
1520,1031,166,Primary,39.36
1521,1032,104,Primary,15.32
1522,1033,410,Primary,14.91
1523,1034,125,Primary,24.68
1524,1035,149,Primary,6.74
1525,1036,314,Primary,6.47
1526,1037,97,Primary,15.31
1527,1037,169,Second Driver,14.88
1528,1038,147,Primary,14.18
1529,1038,27,Second Driver,14.63
1530,1039,355,Primary,35.7
1531,1040,414,Primary,11.97
1532,1041,327,Primary,16.9
1533,1041,206,Second Driver,16.93
1534,1042,48,Primary,20.27
1535,1043,114,Primary,8.33
1536,1043,43,Second Driver,9.17
1537,1044,74,Primary,12.05
1538,1045,141,Primary,6.66
1539,1045,4,Second Driver,6.5
1540,1046,12,Primary,21.29
1541,1047,40,Primary,13.46
1542,1047,16,Second Driver,14.47
1543,1048,317,Primary,13.09
1544,1048,381,Second Driver,11.05
1545,1049,8,Primary,9.23
1546,1049,89,Second Driver,8.89
1547,1050,383,Primary,8.88
1548,1050,214,Second Driver,11.31
1549,1051,103,Primary,21.03
1550,1051,355,Second Driver,22.01
1551,1052,404,Primary,6.84
1552,1053,317,Primary,20.5
1553,1053,194,Second Driver,20.16
1554,1054,364,Primary,13.03
1555,1054,84,Second Driver,11.45
1556,1055,47,Primary,14.89
1557,1055,382,Second Driver,15.09
1558,1056,45,Primary,6.85
1559,1057,232,Primary,12.12
1560,1057,301,Second Driver,11.9
1561,1058,344,Primary,10.71
1562,1059,93,Primary,30.74
1563,1060,204,Primary,14.45
1564,1060,250,Second Driver,13.75
1565,1061,218,Primary,12.39
1566,1061,262,Second Driver,13.42
1567,1062,97,Primary,11.89
1568,1062,310,Second Driver,11.93
1569,1063,184,Primary,8.51
1570,1064,308,Primary,3.0
1571,1065,320,Primary,13.41
1572,1066,310,Primary,8.43
1573,1066,165,Second Driver,8.61
1574,1067,44,Primary,15.95
1575,1067,317,Second Driver,16.34
1576,1068,404,Primary,22.66
1577,1069,23,Primary,3.2
1578,1070,166,Primary,42.69
1579,1071,407,Primary,12.86
1580,1071,166,Second Driver,12.89
1581,1072,140,Primary,20.88
1582,1072,101,Second Driver,21.15
1583,1073,57,Primary,19.38
1584,1074,54,Primary,18.6
1585,1074,89,Second Driver,19.58
1586,1075,289,Primary,31.99
1587,1076,375,Primary,4.29
1588,1077,45,Primary,10.49
1589,1078,412,Primary,31.16
1590,1079,218,Primary,47.54
1591,1080,100,Primary,11.78
1592,1080,169,Second Driver,12.3
1593,1081,274,Primary,8.17
1594,1081,347,Second Driver,6.83
1595,1082,92,Primary,0.52
1596,1083,316,Primary,33.06
1597,1084,50,Primary,19.98
1598,1084,118,Second Driver,22.35
1599,1085,37,Primary,11.23
1600,1086,323,Primary,33.52
1601,1087,227,Primary,15.22
1602,1088,122,Primary,11.7
1603,1089,299,Primary,13.49
1604,1090,346,Primary,10.18
1605,1090,325,Second Driver,10.49
1606,1091,269,Primary,22.65
1607,1091,39,Second Driver,22.07
1608,1092,19,Primary,9.21
1609,1092,215,Second Driver,10.39
1610,1093,29,Primary,23.99
1611,1093,142,Second Driver,22.76
1612,1094,233,Primary,7.91
1613,1094,177,Second Driver,8.44
1614,1095,286,Primary,20.89
1615,1095,146,Second Driver,18.11
1616,1096,247,Primary,9.67
1617,1097,323,Primary,17.92
1618,1098,109,Primary,32.1
1619,1099,202,Primary,19.98
1620,1100,319,Primary,9.64
1621,1100,248,Second Driver,8.85
1622,1101,307,Primary,5.19
1623,1102,312,Primary,17.84
1624,1102,135,Second Driver,18.65
1625,1103,343,Primary,9.01
1626,1103,101,Second Driver,8.19
1627,1104,407,Primary,23.55
1628,1105,186,Primary,33.9
1629,1106,319,Primary,7.76
1630,1107,302,Primary,9.05
