invoice_id,invoice_number,customer_id,invoice_date,due_date,net_amount_aud,gst_amount_aud,total_amount_aud,payment_date,invoice_status
269,INV-202509-000007,7,2025-09-30,2025-11-29,2480.1,248.01,2728.11,2025-11-27,PAID
270,INV-202510-000007,7,2025-10-31,2025-12-30,1953.71,195.37,2149.08,2025-12-28,PAID
271,INV-202511-000007,7,2025-11-30,2026-01-29,1152.4,115.24,1267.64,2026-01-23,PAID
272,INV-202512-000007,7,2025-12-31,2026-03-01,2086.76,208.68,2295.44,,OUTSTANDING
273,INV-202601-000007,7,2026-01-31,2026-04-01,116.83,11.68,128.51,2026-03-28,PAID
274,INV-202602-000007,7,2026-02-28,2026-04-29,244.22,24.42,268.64,2026-04-22,PAID
275,INV-202603-000007,7,2026-03-31,2026-05-30,2017.93,201.79,2219.72,2026-05-24,PAID
276,INV-202604-000007,7,2026-04-30,2026-06-29,698.91,69.89,768.8,2026-06-27,PAID
277,INV-202605-000007,7,2026-05-31,2026-07-30,568.91,56.89,625.8,2026-07-21,PAID
278,INV-202606-000007,7,2026-06-30,2026-08-29,1783.79,178.38,1962.17,2026-09-05,PAID_LATE
279,INV-202301-000008,8,2023-01-31,2023-03-02,2068.34,206.83,2275.17,2023-02-25,PAID
280,INV-202302-000008,8,2023-02-28,2023-03-30,1163.12,116.31,1279.43,2023-03-18,PAID
281,INV-202303-000008,8,2023-03-31,2023-04-30,3875.87,387.59,4263.46,2023-04-22,PAID
282,INV-202304-000008,8,2023-04-30,2023-05-30,151.79,15.18,166.97,2023-05-28,PAID
283,INV-202305-000008,8,2023-05-31,2023-06-30,4324.32,432.43,4756.75,2023-06-27,PAID
284,INV-202306-000008,8,2023-06-30,2023-07-30,1137.36,113.74,1251.1,2023-07-18,PAID
285,INV-202307-000008,8,2023-07-31,2023-08-30,1754.92,175.49,1930.41,2023-08-23,PAID
286,INV-202308-000008,8,2023-08-31,2023-09-30,2015.87,201.59,2217.46,2023-09-20,PAID
287,INV-202309-000008,8,2023-09-30,2023-10-30,2459.85,245.99,2705.84,2023-10-20,PAID
288,INV-202310-000008,8,2023-10-31,2023-11-30,2891.25,289.12,3180.37,2023-11-20,PAID
289,INV-202311-000008,8,2023-11-30,2023-12-30,1529.54,152.95,1682.49,2023-12-23,PAID
290,INV-202312-000008,8,2023-12-31,2024-01-30,1695.68,169.57,1865.25,2024-01-23,PAID
291,INV-202401-000008,8,2024-01-31,2024-03-01,3228.23,322.82,3551.05,2024-02-21,PAID
292,INV-202402-000008,8,2024-02-29,2024-03-30,3599.39,359.94,3959.33,2024-03-11,PAID
293,INV-202403-000008,8,2024-03-31,2024-04-30,306.84,30.68,337.52,2024-05-02,PAID_LATE
294,INV-202404-000008,8,2024-04-30,2024-05-30,2224.33,222.43,2446.76,2024-05-30,PAID
295,INV-202405-000008,8,2024-05-31,2024-06-30,2467.57,246.76,2714.33,2024-06-29,PAID
296,INV-202406-000008,8,2024-06-30,2024-07-30,5185.37,518.54,5703.91,2024-07-09,PAID
297,INV-202407-000008,8,2024-07-31,2024-08-30,1940.75,194.08,2134.83,2024-08-13,PAID
298,INV-202408-000008,8,2024-08-31,2024-09-30,1566.78,156.68,1723.46,2024-09-24,PAID
299,INV-202409-000008,8,2024-09-30,2024-10-30,2448.62,244.86,2693.48,2024-10-05,PAID
300,INV-202410-000008,8,2024-10-31,2024-11-30,2004.22,200.42,2204.64,2024-11-27,PAID
301,INV-202411-000008,8,2024-11-30,2024-12-30,3822.76,382.28,4205.04,2024-12-22,PAID
302,INV-202412-000008,8,2024-12-31,2025-01-30,4128.07,412.81,4540.88,2025-01-17,PAID
303,INV-202501-000008,8,2025-01-31,2025-03-02,1330.3,133.03,1463.33,2025-02-27,PAID
304,INV-202502-000008,8,2025-02-28,2025-03-30,1375.37,137.54,1512.91,2025-03-25,PAID
305,INV-202503-000008,8,2025-03-31,2025-04-30,2135.34,213.53,2348.87,2025-04-23,PAID
306,INV-202504-000008,8,2025-04-30,2025-05-30,2517.68,251.77,2769.45,2025-05-19,PAID
307,INV-202505-000008,8,2025-05-31,2025-06-30,1458.17,145.82,1603.99,2025-06-25,PAID
308,INV-202506-000008,8,2025-06-30,2025-07-30,2402.74,240.27,2643.01,2025-07-27,PAID
309,INV-202507-000008,8,2025-07-31,2025-08-30,4130.71,413.07,4543.78,2025-08-28,PAID
310,INV-202508-000008,8,2025-08-31,2025-09-30,2393.07,239.31,2632.38,2025-09-22,PAID
311,INV-202509-000008,8,2025-09-30,2025-10-30,2725.58,272.56,2998.14,2025-10-28,PAID
312,INV-202510-000008,8,2025-10-31,2025-11-30,1088.77,108.88,1197.65,2025-11-20,PAID
313,INV-202511-000008,8,2025-11-30,2025-12-30,1049.95,104.99,1154.94,2025-12-21,PAID
314,INV-202512-000008,8,2025-12-31,2026-01-30,2014.16,201.42,2215.58,2026-01-14,PAID
315,INV-202601-000008,8,2026-01-31,2026-03-02,703.59,70.36,773.95,2026-02-01,PAID
316,INV-202602-000008,8,2026-02-28,2026-03-30,1461.48,146.15,1607.63,2026-03-23,PAID
317,INV-202603-000008,8,2026-03-31,2026-04-30,1946.7,194.67,2141.37,2026-04-26,PAID
318,INV-202604-000008,8,2026-04-30,2026-05-30,775.73,77.57,853.3,2026-05-23,PAID
319,INV-202605-000008,8,2026-05-31,2026-06-30,3372.48,337.25,3709.73,2026-06-24,PAID
320,INV-202606-000008,8,2026-06-30,2026-07-30,3075.91,307.59,3383.5,2026-07-28,PAID
321,INV-202301-000009,9,2023-01-31,2023-03-02,115.29,11.53,126.82,2023-02-25,PAID
322,INV-202302-000009,9,2023-02-28,2023-03-30,1667.03,166.7,1833.73,2023-03-27,PAID
323,INV-202303-000009,9,2023-03-31,2023-04-30,432.94,43.29,476.23,,OUTSTANDING
324,INV-202304-000009,9,2023-04-30,2023-05-30,181.57,18.16,199.73,2023-05-25,PAID
325,INV-202305-000009,9,2023-05-31,2023-06-30,459.05,45.91,504.96,2023-06-19,PAID
326,INV-202306-000009,9,2023-06-30,2023-07-30,473.07,47.31,520.38,2023-07-29,PAID
327,INV-202307-000009,9,2023-07-31,2023-08-30,182.41,18.24,200.65,,OUTSTANDING
328,INV-202308-000009,9,2023-08-31,2023-09-30,165.83,16.58,182.41,2023-09-18,PAID
329,INV-202309-000009,9,2023-09-30,2023-10-30,174.07,17.41,191.48,2023-10-19,PAID
330,INV-202310-000009,9,2023-10-31,2023-11-30,343.18,34.32,377.5,2023-11-27,PAID
331,INV-202311-000009,9,2023-11-30,2023-12-30,274.97,27.5,302.47,2023-12-29,PAID
332,INV-202312-000009,9,2023-12-31,2024-01-30,1039.21,103.92,1143.13,2024-01-24,PAID
333,INV-202401-000009,9,2024-01-31,2024-03-01,250.99,25.1,276.09,2024-04-05,PAID_LATE
334,INV-202402-000009,9,2024-02-29,2024-03-30,513.46,51.35,564.81,2024-03-25,PAID
335,INV-202403-000009,9,2024-03-31,2024-04-30,2209.72,220.97,2430.69,2024-04-24,PAID
336,INV-202404-000009,9,2024-04-30,2024-05-30,962.86,96.29,1059.15,,OUTSTANDING
337,INV-202405-000009,9,2024-05-31,2024-06-30,813.01,81.3,894.31,2024-06-30,PAID
338,INV-202407-000009,9,2024-07-31,2024-08-30,735.46,73.55,809.01,2024-08-21,PAID
339,INV-202408-000009,9,2024-08-31,2024-09-30,658.42,65.84,724.26,2024-09-29,PAID
340,INV-202409-000009,9,2024-09-30,2024-10-30,97.57,9.76,107.33,2024-10-23,PAID
341,INV-202410-000009,9,2024-10-31,2024-11-30,1079.48,107.95,1187.43,2024-11-28,PAID
342,INV-202411-000009,9,2024-11-30,2024-12-30,531.24,53.12,584.36,2024-12-29,PAID
343,INV-202501-000009,9,2025-01-31,2025-03-02,118.25,11.83,130.08,2025-03-24,PAID_LATE
344,INV-202502-000009,9,2025-02-28,2025-03-30,238.7,23.87,262.57,2025-03-29,PAID
345,INV-202503-000009,9,2025-03-31,2025-04-30,1747.96,174.8,1922.76,2025-04-26,PAID
346,INV-202504-000009,9,2025-04-30,2025-05-30,585.68,58.57,644.25,2025-05-28,PAID
347,INV-202505-000009,9,2025-05-31,2025-06-30,303.15,30.31,333.46,,OUTSTANDING
348,INV-202506-000009,9,2025-06-30,2025-07-30,900.99,90.1,991.09,2025-07-28,PAID
349,INV-202507-000009,9,2025-07-31,2025-08-30,1201.63,120.16,1321.79,2025-08-23,PAID
350,INV-202509-000009,9,2025-09-30,2025-10-30,106.9,10.69,117.59,2025-10-20,PAID
351,INV-202510-000009,9,2025-10-31,2025-11-30,1461.98,146.2,1608.18,2025-11-23,PAID
352,INV-202511-000009,9,2025-11-30,2025-12-30,129.96,13.0,142.96,2025-12-24,PAID
353,INV-202512-000009,9,2025-12-31,2026-01-30,517.81,51.78,569.59,,OUTSTANDING
354,INV-202601-000009,9,2026-01-31,2026-03-02,330.83,33.08,363.91,2026-02-28,PAID
355,INV-202602-000009,9,2026-02-28,2026-03-30,354.93,35.49,390.42,2026-03-28,PAID
356,INV-202603-000009,9,2026-03-31,2026-04-30,471.45,47.15,518.6,2026-04-29,PAID
357,INV-202604-000009,9,2026-04-30,2026-05-30,304.6,30.46,335.06,2026-05-06,PAID
358,INV-202605-000009,9,2026-05-31,2026-06-30,1777.16,177.72,1954.88,2026-06-12,PAID
359,INV-202606-000009,9,2026-06-30,2026-07-30,2237.08,223.71,2460.79,2026-07-27,PAID
360,INV-202301-000010,10,2023-01-31,2023-03-02,2744.43,274.44,3018.87,2023-03-01,PAID
361,INV-202302-000010,10,2023-02-28,2023-03-30,2369.84,236.98,2606.82,2023-03-25,PAID
362,INV-202303-000010,10,2023-03-31,2023-04-30,2479.82,247.98,2727.8,,OUTSTANDING
363,INV-202304-000010,10,2023-04-30,2023-05-30,3185.92,318.59,3504.51,2023-05-08,PAID
364,INV-202305-000010,10,2023-05-31,2023-06-30,2010.84,201.08,2211.92,2023-07-03,PAID_LATE
365,INV-202306-000010,10,2023-06-30,2023-07-30,3576.03,357.6,3933.63,2023-07-26,PAID
366,INV-202307-000010,10,2023-07-31,2023-08-30,3642.76,364.28,4007.04,2023-08-25,PAID
367,INV-202308-000010,10,2023-08-31,2023-09-30,2583.85,258.38,2842.23,2023-10-24,PAID_LATE
368,INV-202309-000010,10,2023-09-30,2023-10-30,2162.71,216.27,2378.98,2023-10-25,PAID
369,INV-202310-000010,10,2023-10-31,2023-11-30,3667.87,366.79,4034.66,2023-11-18,PAID
370,INV-202311-000010,10,2023-11-30,2023-12-30,4338.41,433.84,4772.25,2023-12-18,PAID
371,INV-202312-000010,10,2023-12-31,2024-01-30,2586.95,258.7,2845.65,2024-01-11,PAID
372,INV-202401-000010,10,2024-01-31,2024-03-01,1459.47,145.95,1605.42,2024-03-13,PAID_LATE
373,INV-202402-000010,10,2024-02-29,2024-03-30,4173.23,417.32,4590.55,2024-03-26,PAID
374,INV-202403-000010,10,2024-03-31,2024-04-30,3316.2,331.62,3647.82,2024-04-27,PAID
375,INV-202404-000010,10,2024-04-30,2024-05-30,5382.08,538.21,5920.29,,OUTSTANDING
376,INV-202405-000010,10,2024-05-31,2024-06-30,2964.66,296.47,3261.13,2024-06-25,PAID
377,INV-202406-000010,10,2024-06-30,2024-07-30,4107.95,410.8,4518.75,2024-07-23,PAID
378,INV-202407-000010,10,2024-07-31,2024-08-30,2242.99,224.3,2467.29,2024-08-29,PAID
379,INV-202408-000010,10,2024-08-31,2024-09-30,1168.83,116.88,1285.71,2024-09-26,PAID
380,INV-202409-000010,10,2024-09-30,2024-10-30,4724.49,472.45,5196.94,2024-10-19,PAID
381,INV-202410-000010,10,2024-10-31,2024-11-30,6258.96,625.9,6884.86,2024-11-25,PAID
382,INV-202411-000010,10,2024-11-30,2024-12-30,3343.59,334.36,3677.95,2024-12-26,PAID
383,INV-202412-000010,10,2024-12-31,2025-01-30,1784.41,178.44,1962.85,2025-01-21,PAID
384,INV-202501-000010,10,2025-01-31,2025-03-02,3074.01,307.4,3381.41,2025-02-15,PAID
385,INV-202502-000010,10,2025-02-28,2025-03-30,1312.58,131.26,1443.84,2025-03-19,PAID
386,INV-202503-000010,10,2025-03-31,2025-04-30,3051.73,305.17,3356.9,2025-04-27,PAID
387,INV-202504-000010,10,2025-04-30,2025-05-30,4024.76,402.48,4427.24,2025-05-16,PAID
388,INV-202505-000010,10,2025-05-31,2025-06-30,3739.18,373.92,4113.1,2025-06-26,PAID
389,INV-202506-000010,10,2025-06-30,2025-07-30,1620.61,162.06,1782.67,2025-07-10,PAID
390,INV-202507-000010,10,2025-07-31,2025-08-30,6208.69,620.87,6829.56,,OUTSTANDING
391,INV-202508-000010,10,2025-08-31,2025-09-30,4219.27,421.93,4641.2,2025-09-18,PAID
392,INV-202509-000010,10,2025-09-30,2025-10-30,5061.73,506.17,5567.9,,OUTSTANDING
393,INV-202510-000010,10,2025-10-31,2025-11-30,4961.91,496.19,5458.1,2025-12-28,PAID_LATE
394,INV-202511-000010,10,2025-11-30,2025-12-30,5928.37,592.84,6521.21,2026-01-08,PAID_LATE
395,INV-202512-000010,10,2025-12-31,2026-01-30,3487.54,348.75,3836.29,2026-01-28,PAID
396,INV-202601-000010,10,2026-01-31,2026-03-02,4538.86,453.89,4992.75,2026-02-25,PAID
397,INV-202602-000010,10,2026-02-28,2026-03-30,3064.81,306.48,3371.29,2026-03-29,PAID
398,INV-202603-000010,10,2026-03-31,2026-04-30,3052.62,305.26,3357.88,2026-05-10,PAID_LATE
399,INV-202604-000010,10,2026-04-30,2026-05-30,5751.65,575.16,6326.81,2026-05-24,PAID
400,INV-202605-000010,10,2026-05-31,2026-06-30,6120.43,612.04,6732.47,2026-06-15,PAID
401,INV-202606-000010,10,2026-06-30,2026-07-30,5033.45,503.35,5536.8,2026-07-20,PAID
402,INV-202301-000011,11,2023-01-31,2023-03-02,2048.43,204.84,2253.27,2023-02-22,PAID
403,INV-202302-000011,11,2023-02-28,2023-03-30,171.18,17.12,188.3,2023-03-29,PAID
404,INV-202303-000011,11,2023-03-31,2023-04-30,1394.9,139.49,1534.39,2023-04-22,PAID
405,INV-202304-000011,11,2023-04-30,2023-05-30,450.1,45.01,495.11,2023-05-26,PAID
406,INV-202305-000011,11,2023-05-31,2023-06-30,706.04,70.6,776.64,2023-06-26,PAID
407,INV-202306-000011,11,2023-06-30,2023-07-30,802.18,80.22,882.4,2023-07-22,PAID
408,INV-202307-000011,11,2023-07-31,2023-08-30,1206.44,120.64,1327.08,2023-08-27,PAID
409,INV-202308-000011,11,2023-08-31,2023-09-30,986.21,98.62,1084.83,2023-09-15,PAID
410,INV-202309-000011,11,2023-09-30,2023-10-30,759.54,75.95,835.49,2023-10-14,PAID
411,INV-202310-000011,11,2023-10-31,2023-11-30,150.85,15.09,165.94,2023-11-27,PAID
412,INV-202311-000011,11,2023-11-30,2023-12-30,2310.87,231.09,2541.96,2023-12-28,PAID
413,INV-202312-000011,11,2023-12-31,2024-01-30,730.59,73.06,803.65,2024-01-19,PAID
414,INV-202401-000011,11,2024-01-31,2024-03-01,1207.16,120.72,1327.88,2024-03-16,PAID_LATE
415,INV-202402-000011,11,2024-02-29,2024-03-30,1465.35,146.54,1611.89,2024-03-27,PAID
416,INV-202403-000011,11,2024-03-31,2024-04-30,156.13,15.61,171.74,2024-04-27,PAID
417,INV-202404-000011,11,2024-04-30,2024-05-30,1121.96,112.2,1234.16,2024-05-28,PAID
418,INV-202405-000011,11,2024-05-31,2024-06-30,930.81,93.08,1023.89,2024-06-27,PAID
419,INV-202406-000011,11,2024-06-30,2024-07-30,666.86,66.69,733.55,2024-07-28,PAID
420,INV-202407-000011,11,2024-07-31,2024-08-30,1008.47,100.85,1109.32,2024-08-28,PAID
421,INV-202408-000011,11,2024-08-31,2024-09-30,1512.03,151.2,1663.23,2024-11-25,PAID_LATE
422,INV-202409-000011,11,2024-09-30,2024-10-30,1116.96,111.7,1228.66,2024-10-25,PAID
423,INV-202410-000011,11,2024-10-31,2024-11-30,1116.78,111.68,1228.46,2024-11-25,PAID
424,INV-202411-000011,11,2024-11-30,2024-12-30,335.24,33.52,368.76,2025-01-18,PAID_LATE
425,INV-202412-000011,11,2024-12-31,2025-01-30,1871.22,187.12,2058.34,2025-01-24,PAID
426,INV-202501-000011,11,2025-01-31,2025-03-02,180.25,18.03,198.28,,OUTSTANDING
427,INV-202502-000011,11,2025-02-28,2025-03-30,405.22,40.52,445.74,,OUTSTANDING
428,INV-202503-000011,11,2025-03-31,2025-04-30,1233.39,123.34,1356.73,2025-04-27,PAID
429,INV-202504-000011,11,2025-04-30,2025-05-30,1595.32,159.53,1754.85,2025-05-27,PAID
430,INV-202505-000011,11,2025-05-31,2025-06-30,148.31,14.83,163.14,2025-06-15,PAID
431,INV-202506-000011,11,2025-06-30,2025-07-30,487.51,48.75,536.26,,OUTSTANDING
432,INV-202507-000011,11,2025-07-31,2025-08-30,727.95,72.8,800.75,2025-08-24,PAID
433,INV-202508-000011,11,2025-08-31,2025-09-30,3134.65,313.47,3448.12,2025-10-04,PAID_LATE
434,INV-202509-000011,11,2025-09-30,2025-10-30,552.26,55.23,607.49,2025-10-18,PAID
435,INV-202510-000011,11,2025-10-31,2025-11-30,509.19,50.92,560.11,2025-11-20,PAID
436,INV-202511-000011,11,2025-11-30,2025-12-30,681.71,68.17,749.88,2025-12-07,PAID
437,INV-202512-000011,11,2025-12-31,2026-01-30,672.5,67.25,739.75,2026-01-28,PAID
438,INV-202601-000011,11,2026-01-31,2026-03-02,168.97,16.9,185.87,2026-02-23,PAID
439,INV-202602-000011,11,2026-02-28,2026-03-30,1429.28,142.93,1572.21,2026-03-28,PAID
440,INV-202603-000011,11,2026-03-31,2026-04-30,821.87,82.19,904.06,2026-04-29,PAID
441,INV-202604-000011,11,2026-04-30,2026-05-30,1406.12,140.61,1546.73,2026-05-09,PAID
442,INV-202605-000011,11,2026-05-31,2026-06-30,725.33,72.53,797.86,2026-06-23,PAID
443,INV-202606-000011,11,2026-06-30,2026-07-30,1821.4,182.14,2003.54,2026-07-21,PAID
444,INV-202301-000012,12,2023-01-31,2023-04-01,670.28,67.03,737.31,2023-03-25,PAID
445,INV-202302-000012,12,2023-02-28,2023-04-29,253.48,25.35,278.83,2023-04-21,PAID
446,INV-202303-000012,12,2023-03-31,2023-05-30,730.11,73.01,803.12,2023-05-29,PAID
447,INV-202304-000012,12,2023-04-30,2023-06-29,678.85,67.89,746.74,2023-06-14,PAID
448,INV-202305-000012,12,2023-05-31,2023-07-30,430.98,43.1,474.08,2023-07-27,PAID
449,INV-202306-000012,12,2023-06-30,2023-08-29,769.58,76.96,846.54,2023-08-14,PAID
450,INV-202307-000012,12,2023-07-31,2023-09-29,116.09,11.61,127.7,2023-09-07,PAID
451,INV-202308-000012,12,2023-08-31,2023-10-30,668.35,66.83,735.18,2023-10-23,PAID
452,INV-202309-000012,12,2023-09-30,2023-11-29,768.65,76.87,845.52,2023-11-24,PAID
453,INV-202310-000012,12,2023-10-31,2023-12-30,368.74,36.87,405.61,2023-12-24,PAID
454,INV-202311-000012,12,2023-11-30,2024-01-29,0.0,0.0,0.0,2023-12-27,PAID
455,INV-202312-000012,12,2023-12-31,2024-02-29,2055.09,205.51,2260.6,2024-03-03,PAID_LATE
456,INV-202402-000012,12,2024-02-29,2024-04-29,616.1,61.61,677.71,2024-04-22,PAID
457,INV-202403-000012,12,2024-03-31,2024-05-30,1619.05,161.91,1780.96,2024-05-29,PAID
458,INV-202404-000012,12,2024-04-30,2024-06-29,1596.25,159.62,1755.87,2024-07-07,PAID_LATE
459,INV-202405-000012,12,2024-05-31,2024-07-30,111.71,11.17,122.88,2024-07-08,PAID
460,INV-202406-000012,12,2024-06-30,2024-08-29,369.72,36.97,406.69,2024-08-26,PAID
461,INV-202407-000012,12,2024-07-31,2024-09-29,964.52,96.45,1060.97,2024-09-26,PAID
462,INV-202409-000012,12,2024-09-30,2024-11-29,1534.69,153.47,1688.16,2024-11-27,PAID
463,INV-202410-000012,12,2024-10-31,2024-12-30,1884.03,188.4,2072.43,2024-12-22,PAID
464,INV-202411-000012,12,2024-11-30,2025-01-29,423.94,42.39,466.33,2025-01-24,PAID
465,INV-202412-000012,12,2024-12-31,2025-03-01,657.36,65.74,723.1,2025-02-25,PAID
466,INV-202501-000012,12,2025-01-31,2025-04-01,156.16,15.62,171.78,2025-03-22,PAID
467,INV-202502-000012,12,2025-02-28,2025-04-29,250.8,25.08,275.88,2025-04-21,PAID
468,INV-202503-000012,12,2025-03-31,2025-05-30,666.31,66.63,732.94,2025-05-28,PAID
469,INV-202504-000012,12,2025-04-30,2025-06-29,483.46,48.35,531.81,2025-06-20,PAID
470,INV-202505-000012,12,2025-05-31,2025-07-30,368.36,36.84,405.2,2025-07-23,PAID
471,INV-202506-000012,12,2025-06-30,2025-08-29,138.57,13.86,152.43,2025-08-21,PAID
472,INV-202507-000012,12,2025-07-31,2025-09-29,1429.09,142.91,1572.0,2025-10-14,PAID_LATE
473,INV-202508-000012,12,2025-08-31,2025-10-30,1906.98,190.7,2097.68,2025-10-27,PAID
474,INV-202509-000012,12,2025-09-30,2025-11-29,1782.91,178.29,1961.2,2025-11-13,PAID
475,INV-202510-000012,12,2025-10-31,2025-12-30,1313.08,131.31,1444.39,2025-12-17,PAID
476,INV-202511-000012,12,2025-11-30,2026-01-29,628.68,62.87,691.55,2026-01-16,PAID
477,INV-202512-000012,12,2025-12-31,2026-03-01,1270.16,127.02,1397.18,,OUTSTANDING
478,INV-202601-000012,12,2026-01-31,2026-04-01,715.28,71.53,786.81,,OUTSTANDING
479,INV-202604-000012,12,2026-04-30,2026-06-29,471.61,47.16,518.77,2026-06-16,PAID
480,INV-202605-000012,12,2026-05-31,2026-07-30,410.35,41.04,451.39,2026-07-30,PAID
481,INV-202606-000012,12,2026-06-30,2026-08-29,636.45,63.65,700.1,2026-08-24,PAID
482,INV-202301-000013,13,2023-01-31,2023-03-02,1359.62,135.96,1495.58,2023-02-18,PAID
483,INV-202302-000013,13,2023-02-28,2023-03-30,468.04,46.8,514.84,2023-03-28,PAID
484,INV-202303-000013,13,2023-03-31,2023-04-30,421.89,42.19,464.08,2023-05-15,PAID_LATE
485,INV-202304-000013,13,2023-04-30,2023-05-30,146.97,14.7,161.67,2023-05-22,PAID
486,INV-202305-000013,13,2023-05-31,2023-06-30,239.86,23.99,263.85,2023-06-23,PAID
487,INV-202306-000013,13,2023-06-30,2023-07-30,1905.16,190.52,2095.68,2023-07-25,PAID
488,INV-202309-000013,13,2023-09-30,2023-10-30,662.99,66.3,729.29,2023-10-20,PAID
489,INV-202310-000013,13,2023-10-31,2023-11-30,532.97,53.3,586.27,2023-11-27,PAID
490,INV-202311-000013,13,2023-11-30,2023-12-30,141.7,14.17,155.87,2023-12-25,PAID
491,INV-202312-000013,13,2023-12-31,2024-01-30,140.17,14.02,154.19,2024-01-24,PAID
492,INV-202401-000013,13,2024-01-31,2024-03-01,446.59,44.66,491.25,2024-02-25,PAID
493,INV-202402-000013,13,2024-02-29,2024-03-30,448.65,44.87,493.52,2024-03-28,PAID
494,INV-202403-000013,13,2024-03-31,2024-04-30,1600.13,160.01,1760.14,2024-04-27,PAID
495,INV-202404-000013,13,2024-04-30,2024-05-30,218.89,21.89,240.78,2024-05-11,PAID
496,INV-202405-000013,13,2024-05-31,2024-06-30,736.32,73.63,809.95,,OUTSTANDING
497,INV-202406-000013,13,2024-06-30,2024-07-30,105.62,10.56,116.18,2024-07-22,PAID
498,INV-202407-000013,13,2024-07-31,2024-08-30,924.74,92.47,1017.21,2024-08-28,PAID
499,INV-202408-000013,13,2024-08-31,2024-09-30,797.63,79.76,877.39,2024-09-25,PAID
500,INV-202409-000013,13,2024-09-30,2024-10-30,623.46,62.35,685.81,2024-10-25,PAID
501,INV-202410-000013,13,2024-10-31,2024-11-30,296.22,29.62,325.84,2024-11-16,PAID
502,INV-202411-000013,13,2024-11-30,2024-12-30,1109.17,110.92,1220.09,2025-01-27,PAID_LATE
503,INV-202412-000013,13,2024-12-31,2025-01-30,312.18,31.22,343.4,,OUTSTANDING
504,INV-202501-000013,13,2025-01-31,2025-03-02,1090.65,109.07,1199.72,2025-02-24,PAID
505,INV-202502-000013,13,2025-02-28,2025-03-30,1203.92,120.39,1324.31,2025-03-24,PAID
506,INV-202503-000013,13,2025-03-31,2025-04-30,480.73,48.07,528.8,2025-04-22,PAID
507,INV-202504-000013,13,2025-04-30,2025-05-30,183.64,18.36,202.0,2025-05-22,PAID
508,INV-202505-000013,13,2025-05-31,2025-06-30,1719.6,171.96,1891.56,2025-06-27,PAID
509,INV-202506-000013,13,2025-06-30,2025-07-30,861.69,86.17,947.86,2025-07-28,PAID
510,INV-202507-000013,13,2025-07-31,2025-08-30,368.24,36.82,405.06,2025-08-22,PAID
511,INV-202508-000013,13,2025-08-31,2025-09-30,425.9,42.59,468.49,2025-09-18,PAID
512,INV-202509-000013,13,2025-09-30,2025-10-30,1572.05,157.21,1729.26,2025-10-16,PAID
513,INV-202510-000013,13,2025-10-31,2025-11-30,773.82,77.38,851.2,2025-11-27,PAID
514,INV-202511-000013,13,2025-11-30,2025-12-30,392.72,39.27,431.99,2026-02-11,PAID_LATE
515,INV-202512-000013,13,2025-12-31,2026-01-30,988.35,98.84,1087.19,2026-01-19,PAID
516,INV-202601-000013,13,2026-01-31,2026-03-02,435.81,43.58,479.39,2026-02-19,PAID
517,INV-202602-000013,13,2026-02-28,2026-03-30,1164.46,116.45,1280.91,2026-03-22,PAID
518,INV-202603-000013,13,2026-03-31,2026-04-30,990.19,99.02,1089.21,2026-04-24,PAID
519,INV-202604-000013,13,2026-04-30,2026-05-30,821.92,82.19,904.11,2026-05-28,PAID
520,INV-202605-000013,13,2026-05-31,2026-06-30,2559.92,255.99,2815.91,2026-06-29,PAID
521,INV-202606-000013,13,2026-06-30,2026-07-30,1427.08,142.71,1569.79,2026-08-21,PAID_LATE
522,INV-202301-000014,14,2023-01-31,2023-03-02,835.82,83.58,919.4,2023-02-27,PAID
523,INV-202302-000014,14,2023-02-28,2023-03-30,516.21,51.62,567.83,2023-03-18,PAID
524,INV-202303-000014,14,2023-03-31,2023-04-30,1590.88,159.09,1749.97,2023-04-23,PAID
525,INV-202305-000014,14,2023-05-31,2023-06-30,343.94,34.39,378.33,2023-06-24,PAID
526,INV-202306-000014,14,2023-06-30,2023-07-30,204.8,20.48,225.28,2023-08-12,PAID_LATE
527,INV-202307-000014,14,2023-07-31,2023-08-30,517.73,51.77,569.5,2023-08-19,PAID
528,INV-202308-000014,14,2023-08-31,2023-09-30,834.97,83.5,918.47,2023-09-28,PAID
529,INV-202309-000014,14,2023-09-30,2023-10-30,422.97,42.3,465.27,2023-10-18,PAID
530,INV-202310-000014,14,2023-10-31,2023-11-30,2546.04,254.6,2800.64,2023-11-29,PAID
531,INV-202311-000014,14,2023-11-30,2023-12-30,983.84,98.38,1082.22,2024-01-03,PAID_LATE
532,INV-202312-000014,14,2023-12-31,2024-01-30,410.88,41.09,451.97,2024-01-27,PAID
533,INV-202401-000014,14,2024-01-31,2024-03-01,115.18,11.52,126.7,2024-02-28,PAID
534,INV-202403-000014,14,2024-03-31,2024-04-30,1007.12,100.71,1107.83,2024-04-27,PAID
535,INV-202404-000014,14,2024-04-30,2024-05-30,604.95,60.5,665.45,2024-05-29,PAID
536,INV-202405-000014,14,2024-05-31,2024-06-30,591.9,59.19,651.09,2024-06-24,PAID
