inventory_snapshot_id,snapshot_date,facility_id,product_category,pallets_on_hand,pallets_capacity,pallets_inbound,pallets_outbound,pallets_damaged
497,2023-01-08,29,Beverages,121,125,6,16,0
498,2023-01-08,29,Apparel,217,125,8,23,0
499,2023-01-08,29,Mining Consumables,99,125,0,7,0
500,2023-01-08,29,Chilled Food,156,125,16,12,1
501,2023-01-08,29,Auto Parts,103,125,6,13,0
502,2023-01-08,29,Ambient Grocery,77,125,13,8,0
503,2023-01-08,29,Industrial Consumables,193,125,24,12,0
504,2023-01-08,29,Frozen Food,87,125,14,7,0
505,2023-01-08,30,Pharmaceuticals,137,125,14,13,1
506,2023-01-08,30,Electronics,185,125,20,14,1
507,2023-01-08,30,Building Materials,236,125,27,26,1
508,2023-01-08,30,Homewares,190,125,19,30,0
509,2023-01-08,30,Beverages,104,125,7,7,1
510,2023-01-08,30,Apparel,73,125,4,6,0
511,2023-01-08,30,Mining Consumables,145,125,5,11,1
512,2023-01-08,30,Chilled Food,90,125,4,11,0
513,2023-01-08,30,Auto Parts,314,125,28,36,0
514,2023-01-08,30,Ambient Grocery,40,125,8,0,0
515,2023-01-08,30,Industrial Consumables,248,125,37,34,1
516,2023-01-08,30,Frozen Food,285,125,42,27,0
517,2023-01-08,31,Pharmaceuticals,148,125,21,15,0
518,2023-01-08,31,Electronics,235,125,19,38,0
519,2023-01-08,31,Building Materials,237,125,11,20,3
520,2023-01-08,31,Homewares,257,125,26,29,0
521,2023-01-08,31,Beverages,116,125,17,14,0
522,2023-01-08,31,Apparel,290,125,30,37,2
523,2023-01-08,31,Mining Consumables,229,125,26,25,1
524,2023-01-08,31,Chilled Food,67,125,0,7,0
525,2023-01-08,31,Auto Parts,219,125,16,20,0
526,2023-01-08,31,Ambient Grocery,286,125,13,46,0
527,2023-01-08,31,Industrial Consumables,127,125,15,10,0
528,2023-01-08,31,Frozen Food,123,125,19,7,0
529,2023-01-08,32,Pharmaceuticals,159,125,17,21,1
530,2023-01-08,32,Electronics,259,125,33,29,0
531,2023-01-08,32,Building Materials,166,125,26,21,0
532,2023-01-08,32,Homewares,213,125,16,23,0
533,2023-01-08,32,Beverages,303,125,40,36,0
534,2023-01-08,32,Apparel,233,125,11,27,0
535,2023-01-08,32,Mining Consumables,262,125,21,21,3
536,2023-01-08,32,Chilled Food,212,125,16,10,0
537,2023-01-08,32,Auto Parts,134,125,19,7,0
538,2023-01-08,32,Ambient Grocery,301,125,27,12,0
539,2023-01-08,32,Industrial Consumables,85,125,3,3,0
540,2023-01-08,32,Frozen Food,187,125,10,30,0
541,2023-01-08,33,Pharmaceuticals,216,500,21,31,0
542,2023-01-08,33,Electronics,85,500,5,9,1
543,2023-01-08,33,Building Materials,252,500,33,27,0
544,2023-01-08,33,Homewares,350,500,35,40,0
545,2023-01-08,33,Beverages,104,500,9,12,1
546,2023-01-08,33,Apparel,241,500,35,30,0
547,2023-01-08,33,Mining Consumables,344,500,46,40,0
548,2023-01-08,33,Chilled Food,278,500,23,21,0
549,2023-01-08,33,Auto Parts,289,500,25,33,2
550,2023-01-08,33,Ambient Grocery,63,500,0,11,0
551,2023-01-08,33,Industrial Consumables,214,500,27,19,1
552,2023-01-08,33,Frozen Food,222,500,19,28,3
553,2023-01-08,36,Pharmaceuticals,199,250,9,23,0
554,2023-01-08,36,Electronics,173,250,1,23,0
555,2023-01-08,36,Building Materials,197,250,19,28,1
556,2023-01-08,36,Homewares,272,250,30,21,0
557,2023-01-08,36,Beverages,250,250,30,23,0
558,2023-01-08,36,Apparel,121,250,13,22,0
559,2023-01-08,36,Mining Consumables,36,250,0,10,2
560,2023-01-08,36,Chilled Food,297,250,42,32,0
561,2023-01-08,36,Auto Parts,111,250,4,16,0
562,2023-01-08,36,Ambient Grocery,226,250,15,17,1
563,2023-01-08,36,Industrial Consumables,278,250,35,29,1
564,2023-01-08,36,Frozen Food,140,250,21,23,1
565,2023-01-08,38,Pharmaceuticals,135,500,20,19,0
566,2023-01-08,38,Electronics,80,500,8,9,1
567,2023-01-08,38,Building Materials,221,500,23,24,0
568,2023-01-08,38,Homewares,177,500,29,20,0
569,2023-01-08,38,Beverages,272,500,24,31,1
570,2023-01-08,38,Apparel,115,500,2,0,0
571,2023-01-08,38,Mining Consumables,365,500,36,38,0
572,2023-01-08,38,Chilled Food,113,500,20,8,0
573,2023-01-08,38,Auto Parts,168,500,28,18,0
574,2023-01-08,38,Ambient Grocery,291,500,35,30,1
575,2023-01-08,38,Industrial Consumables,252,500,25,28,0
576,2023-01-08,38,Frozen Food,165,500,19,10,1
577,2023-01-08,39,Pharmaceuticals,315,250,21,32,0
578,2023-01-08,39,Electronics,66,250,10,4,0
579,2023-01-08,39,Building Materials,233,250,23,21,0
580,2023-01-08,39,Homewares,153,250,14,14,0
581,2023-01-08,39,Beverages,253,250,14,30,1
582,2023-01-08,39,Apparel,209,250,15,23,0
583,2023-01-08,39,Mining Consumables,161,250,14,20,0
584,2023-01-08,39,Chilled Food,152,250,25,21,1
585,2023-01-08,39,Auto Parts,285,250,27,40,3
586,2023-01-08,39,Ambient Grocery,105,250,7,20,1
587,2023-01-08,39,Industrial Consumables,322,250,33,41,0
588,2023-01-08,39,Frozen Food,148,250,13,21,0
589,2023-01-08,41,Pharmaceuticals,222,250,31,24,0
590,2023-01-08,41,Electronics,101,250,13,11,1
591,2023-01-08,41,Building Materials,313,250,32,36,1
592,2023-01-08,41,Homewares,254,250,26,28,0
593,2023-01-08,41,Beverages,271,250,33,37,1
594,2023-01-08,41,Apparel,139,250,16,17,1
595,2023-01-08,41,Mining Consumables,271,250,28,23,2
596,2023-01-08,41,Chilled Food,231,250,21,27,3
597,2023-01-08,41,Auto Parts,223,250,24,30,0
598,2023-01-08,41,Ambient Grocery,178,250,9,7,0
599,2023-01-08,41,Industrial Consumables,262,250,22,21,0
600,2023-01-08,41,Frozen Food,312,250,36,25,2
601,2023-01-08,42,Pharmaceuticals,314,66,27,37,0
602,2023-01-08,42,Electronics,200,66,32,15,2
603,2023-01-08,42,Building Materials,278,66,27,38,2
604,2023-01-08,42,Homewares,227,66,29,29,0
605,2023-01-08,42,Beverages,244,66,26,18,0
606,2023-01-08,42,Apparel,324,66,25,30,0
607,2023-01-08,42,Mining Consumables,294,66,25,37,0
608,2023-01-08,42,Chilled Food,242,66,20,41,2
609,2023-01-08,42,Auto Parts,97,66,1,18,0
610,2023-01-08,42,Ambient Grocery,142,66,15,18,0
611,2023-01-08,42,Industrial Consumables,214,66,39,22,0
612,2023-01-08,42,Frozen Food,129,66,9,17,0
613,2023-01-08,44,Pharmaceuticals,139,66,20,25,2
614,2023-01-08,44,Electronics,86,66,12,7,0
615,2023-01-08,44,Building Materials,47,66,0,12,0
616,2023-01-08,44,Homewares,216,66,23,24,1
617,2023-01-08,44,Beverages,205,66,27,26,1
618,2023-01-08,44,Apparel,113,66,6,16,0
619,2023-01-08,44,Mining Consumables,32,66,7,8,0
620,2023-01-08,44,Chilled Food,196,66,17,30,2
621,2023-01-08,44,Auto Parts,184,66,13,13,0
622,2023-01-08,44,Ambient Grocery,139,66,17,14,0
623,2023-01-08,44,Industrial Consumables,81,66,19,11,0
624,2023-01-08,44,Frozen Food,281,66,25,31,0
625,2023-01-08,46,Pharmaceuticals,267,250,20,29,0
626,2023-01-08,46,Electronics,241,250,34,24,0
627,2023-01-08,46,Building Materials,335,250,36,34,2
628,2023-01-08,46,Homewares,195,250,19,15,0
629,2023-01-08,46,Beverages,310,250,26,30,2
630,2023-01-08,46,Apparel,77,250,7,13,0
631,2023-01-08,46,Mining Consumables,97,250,10,12,0
632,2023-01-08,46,Chilled Food,352,250,36,32,2
633,2023-01-08,46,Auto Parts,266,250,29,30,2
634,2023-01-08,46,Ambient Grocery,58,250,6,1,1
635,2023-01-08,46,Industrial Consumables,292,250,30,25,0
636,2023-01-08,46,Frozen Food,267,250,23,27,1
637,2023-01-08,50,Pharmaceuticals,371,125,36,31,0
638,2023-01-08,50,Electronics,134,125,19,13,0
639,2023-01-08,50,Building Materials,382,125,34,40,0
640,2023-01-08,50,Homewares,209,125,22,33,0
641,2023-01-08,50,Beverages,79,125,21,15,1
642,2023-01-08,50,Apparel,123,125,3,3,0
643,2023-01-08,50,Mining Consumables,65,125,0,13,0
644,2023-01-08,50,Chilled Food,147,125,16,23,0
645,2023-01-08,50,Auto Parts,169,125,20,13,0
646,2023-01-08,50,Ambient Grocery,237,125,28,23,0
647,2023-01-08,50,Industrial Consumables,388,125,37,43,0
648,2023-01-08,50,Frozen Food,153,125,21,22,0
649,2023-01-15,1,Pharmaceuticals,305,125,32,38,1
650,2023-01-15,1,Electronics,330,125,39,30,0
651,2023-01-15,1,Building Materials,79,125,10,2,1
652,2023-01-15,1,Homewares,294,125,27,37,1
653,2023-01-15,1,Beverages,274,125,23,33,0
654,2023-01-15,1,Apparel,138,125,13,16,0
655,2023-01-15,1,Mining Consumables,327,125,34,23,0
656,2023-01-15,1,Chilled Food,106,125,14,9,0
657,2023-01-15,1,Auto Parts,89,125,7,4,0
658,2023-01-15,1,Ambient Grocery,349,125,38,38,2
659,2023-01-15,1,Industrial Consumables,217,125,24,25,2
660,2023-01-15,1,Frozen Food,334,125,34,39,1
661,2023-01-15,2,Pharmaceuticals,96,125,1,11,0
662,2023-01-15,2,Electronics,152,125,11,17,0
663,2023-01-15,2,Building Materials,288,125,26,37,0
664,2023-01-15,2,Homewares,109,125,1,10,0
665,2023-01-15,2,Beverages,163,125,17,16,0
666,2023-01-15,2,Apparel,274,125,27,24,0
667,2023-01-15,2,Mining Consumables,293,125,33,24,0
668,2023-01-15,2,Chilled Food,336,125,40,38,0
669,2023-01-15,2,Auto Parts,98,125,12,4,0
670,2023-01-15,2,Ambient Grocery,322,125,31,27,2
671,2023-01-15,2,Industrial Consumables,193,125,23,13,1
672,2023-01-15,2,Frozen Food,299,125,28,33,0
673,2023-01-15,3,Pharmaceuticals,154,250,15,24,2
674,2023-01-15,3,Electronics,264,250,30,29,1
675,2023-01-15,3,Building Materials,101,250,1,8,0
676,2023-01-15,3,Homewares,116,250,14,17,1
677,2023-01-15,3,Beverages,132,250,23,5,1
678,2023-01-15,3,Apparel,106,250,15,6,0
679,2023-01-15,3,Mining Consumables,229,250,32,26,2
680,2023-01-15,3,Chilled Food,268,250,25,32,1
681,2023-01-15,3,Auto Parts,260,250,18,24,0
682,2023-01-15,3,Ambient Grocery,100,250,14,19,0
683,2023-01-15,3,Industrial Consumables,181,250,14,26,0
684,2023-01-15,3,Frozen Food,241,250,24,27,1
685,2023-01-15,8,Pharmaceuticals,241,66,26,40,0
686,2023-01-15,8,Electronics,329,66,38,32,0
687,2023-01-15,8,Building Materials,203,66,21,25,0
688,2023-01-15,8,Homewares,186,66,17,22,0
689,2023-01-15,8,Beverages,253,66,19,32,2
690,2023-01-15,8,Apparel,281,66,24,25,1
691,2023-01-15,8,Mining Consumables,186,66,15,23,0
692,2023-01-15,8,Chilled Food,133,66,14,18,0
693,2023-01-15,8,Auto Parts,241,66,17,22,0
694,2023-01-15,8,Ambient Grocery,273,66,24,18,0
695,2023-01-15,8,Industrial Consumables,185,66,22,30,1
696,2023-01-15,8,Frozen Food,282,66,44,18,1
697,2023-01-15,9,Pharmaceuticals,228,500,22,38,0
698,2023-01-15,9,Electronics,294,500,42,33,2
699,2023-01-15,9,Building Materials,181,500,12,23,0
700,2023-01-15,9,Homewares,119,500,11,11,0
701,2023-01-15,9,Beverages,78,500,13,11,0
702,2023-01-15,9,Apparel,170,500,11,11,1
703,2023-01-15,9,Mining Consumables,348,500,29,39,0
704,2023-01-15,9,Chilled Food,272,500,40,22,1
705,2023-01-15,9,Auto Parts,207,500,8,17,0
706,2023-01-15,9,Ambient Grocery,56,500,16,8,0
707,2023-01-15,9,Industrial Consumables,206,500,21,37,0
708,2023-01-15,9,Frozen Food,211,500,15,36,0
709,2023-01-15,10,Pharmaceuticals,177,500,22,26,0
710,2023-01-15,10,Electronics,283,500,36,30,0
711,2023-01-15,10,Building Materials,162,500,8,25,1
712,2023-01-15,10,Homewares,322,500,37,29,0
713,2023-01-15,10,Beverages,374,500,39,42,0
714,2023-01-15,10,Apparel,159,500,18,30,0
715,2023-01-15,10,Mining Consumables,246,500,31,20,0
716,2023-01-15,10,Chilled Food,203,500,15,21,0
717,2023-01-15,10,Auto Parts,296,500,25,31,0
718,2023-01-15,10,Ambient Grocery,147,500,25,22,0
719,2023-01-15,10,Industrial Consumables,226,500,30,17,0
720,2023-01-15,10,Frozen Food,113,500,9,22,1
721,2023-01-15,12,Pharmaceuticals,189,66,7,34,0
722,2023-01-15,12,Electronics,145,66,10,12,1
723,2023-01-15,12,Building Materials,221,66,13,25,0
724,2023-01-15,12,Homewares,118,66,19,10,0
725,2023-01-15,12,Beverages,224,66,23,21,2
726,2023-01-15,12,Apparel,262,66,23,27,0
727,2023-01-15,12,Mining Consumables,284,66,32,23,0
728,2023-01-15,12,Chilled Food,225,66,27,10,0
729,2023-01-15,12,Auto Parts,96,66,12,9,0
730,2023-01-15,12,Ambient Grocery,250,66,20,37,3
731,2023-01-15,12,Industrial Consumables,232,66,29,36,2
732,2023-01-15,12,Frozen Food,188,66,16,19,1
733,2023-01-15,13,Pharmaceuticals,206,250,21,26,0
734,2023-01-15,13,Electronics,264,250,27,32,0
735,2023-01-15,13,Building Materials,90,250,10,1,1
736,2023-01-15,13,Homewares,264,250,43,23,1
737,2023-01-15,13,Beverages,240,250,28,30,1
738,2023-01-15,13,Apparel,91,250,10,6,1
739,2023-01-15,13,Mining Consumables,237,250,24,23,2
740,2023-01-15,13,Chilled Food,252,250,21,21,0
741,2023-01-15,13,Auto Parts,249,250,11,21,0
742,2023-01-15,13,Ambient Grocery,220,250,29,23,1
743,2023-01-15,13,Industrial Consumables,197,250,19,14,1
744,2023-01-15,13,Frozen Food,243,250,22,23,1
745,2023-01-15,15,Pharmaceuticals,292,66,31,33,0
746,2023-01-15,15,Electronics,229,66,35,30,0
747,2023-01-15,15,Building Materials,141,66,16,24,0
748,2023-01-15,15,Homewares,211,66,21,20,0
749,2023-01-15,15,Beverages,248,66,24,29,2
750,2023-01-15,15,Apparel,206,66,22,23,0
751,2023-01-15,15,Mining Consumables,195,66,17,20,0
752,2023-01-15,15,Chilled Food,293,66,26,31,0
753,2023-01-15,15,Auto Parts,258,66,20,18,0
754,2023-01-15,15,Ambient Grocery,275,66,24,33,0
755,2023-01-15,15,Industrial Consumables,371,66,43,47,0
756,2023-01-15,15,Frozen Food,137,66,14,12,0
757,2023-01-15,17,Pharmaceuticals,133,250,13,15,0
758,2023-01-15,17,Electronics,209,250,20,24,2
759,2023-01-15,17,Building Materials,294,250,28,38,1
760,2023-01-15,17,Homewares,54,250,0,11,0
761,2023-01-15,17,Beverages,250,250,26,35,0
762,2023-01-15,17,Apparel,313,250,28,36,1
763,2023-01-15,17,Mining Consumables,199,250,19,33,1
764,2023-01-15,17,Chilled Food,111,250,11,17,0
765,2023-01-15,17,Auto Parts,145,250,15,23,1
766,2023-01-15,17,Ambient Grocery,237,250,21,27,0
767,2023-01-15,17,Industrial Consumables,306,250,27,40,0
768,2023-01-15,17,Frozen Food,213,250,19,14,0
769,2023-01-15,18,Pharmaceuticals,273,250,21,28,0
770,2023-01-15,18,Electronics,155,250,12,8,0
771,2023-01-15,18,Building Materials,288,250,29,34,1
772,2023-01-15,18,Homewares,137,250,14,12,1
773,2023-01-15,18,Beverages,180,250,16,23,3
774,2023-01-15,18,Apparel,244,250,25,39,1
775,2023-01-15,18,Mining Consumables,258,250,28,18,1
776,2023-01-15,18,Chilled Food,296,250,23,34,1
777,2023-01-15,18,Auto Parts,269,250,25,27,1
778,2023-01-15,18,Ambient Grocery,199,250,21,23,0
779,2023-01-15,18,Industrial Consumables,195,250,12,23,0
780,2023-01-15,18,Frozen Food,102,250,0,6,0
781,2023-01-15,20,Pharmaceuticals,322,250,29,39,0
782,2023-01-15,20,Electronics,198,250,24,18,2
783,2023-01-15,20,Building Materials,246,250,23,28,3
784,2023-01-15,20,Homewares,116,250,2,15,0
785,2023-01-15,20,Beverages,244,250,37,38,0
786,2023-01-15,20,Apparel,218,250,26,22,1
787,2023-01-15,20,Mining Consumables,294,250,29,29,0
788,2023-01-15,20,Chilled Food,353,250,35,40,2
789,2023-01-15,20,Auto Parts,308,250,31,32,0
790,2023-01-15,20,Ambient Grocery,287,250,34,34,1
791,2023-01-15,20,Industrial Consumables,183,250,16,21,0
792,2023-01-15,20,Frozen Food,302,250,32,41,0
793,2023-01-15,27,Pharmaceuticals,215,125,26,32,0
794,2023-01-15,27,Electronics,48,125,1,11,1
795,2023-01-15,27,Building Materials,261,125,25,29,2
796,2023-01-15,27,Homewares,200,125,16,22,1
797,2023-01-15,27,Beverages,151,125,23,18,0
798,2023-01-15,27,Apparel,270,125,26,30,2
799,2023-01-15,27,Mining Consumables,254,125,18,29,2
800,2023-01-15,27,Chilled Food,255,125,25,27,0
801,2023-01-15,27,Auto Parts,247,125,22,12,2
802,2023-01-15,27,Ambient Grocery,209,125,23,20,0
803,2023-01-15,27,Industrial Consumables,356,125,33,36,1
804,2023-01-15,27,Frozen Food,228,125,28,27,1
805,2023-01-15,28,Pharmaceuticals,244,125,18,24,0
806,2023-01-15,28,Electronics,109,125,8,6,1
807,2023-01-15,28,Building Materials,367,125,31,40,0
808,2023-01-15,28,Homewares,90,125,26,0,1
809,2023-01-15,28,Beverages,154,125,19,14,0
810,2023-01-15,28,Apparel,133,125,13,6,1
811,2023-01-15,28,Mining Consumables,277,125,28,35,0
812,2023-01-15,28,Chilled Food,132,125,16,8,0
813,2023-01-15,28,Auto Parts,300,125,31,35,3
814,2023-01-15,28,Ambient Grocery,278,125,23,22,0
815,2023-01-15,28,Industrial Consumables,190,125,27,37,1
816,2023-01-15,28,Frozen Food,133,125,6,19,0
817,2023-01-15,29,Pharmaceuticals,208,125,18,24,0
818,2023-01-15,29,Electronics,217,125,23,9,1
819,2023-01-15,29,Building Materials,183,125,13,17,2
820,2023-01-15,29,Homewares,342,125,31,45,1
821,2023-01-15,29,Beverages,142,125,3,11,0
822,2023-01-15,29,Apparel,196,125,19,25,0
823,2023-01-15,29,Mining Consumables,61,125,0,16,0
824,2023-01-15,29,Chilled Food,185,125,19,23,2
825,2023-01-15,29,Auto Parts,110,125,5,13,0
826,2023-01-15,29,Ambient Grocery,96,125,12,10,0
827,2023-01-15,29,Industrial Consumables,236,125,19,24,1
828,2023-01-15,29,Frozen Food,121,125,16,14,0
829,2023-01-15,30,Pharmaceuticals,156,125,25,33,0
830,2023-01-15,30,Electronics,190,125,20,29,0
831,2023-01-15,30,Building Materials,223,125,12,23,0
832,2023-01-15,30,Homewares,181,125,17,15,0
833,2023-01-15,30,Beverages,129,125,10,7,0
834,2023-01-15,30,Apparel,99,125,14,8,1
835,2023-01-15,30,Mining Consumables,172,125,23,13,0
836,2023-01-15,30,Chilled Food,118,125,10,13,1
837,2023-01-15,30,Auto Parts,308,125,23,32,1
838,2023-01-15,30,Ambient Grocery,11,125,6,8,0
839,2023-01-15,30,Industrial Consumables,233,125,25,17,0
840,2023-01-15,30,Frozen Food,257,125,16,29,2
841,2023-01-15,31,Pharmaceuticals,120,125,3,13,0
842,2023-01-15,31,Electronics,252,125,31,14,0
843,2023-01-15,31,Building Materials,239,125,10,27,0
844,2023-01-15,31,Homewares,265,125,22,26,3
845,2023-01-15,31,Beverages,112,125,1,6,0
846,2023-01-15,31,Apparel,307,125,15,34,2
847,2023-01-15,31,Mining Consumables,219,125,25,25,2
848,2023-01-15,31,Chilled Food,81,125,6,1,1
849,2023-01-15,31,Auto Parts,234,125,14,36,1
850,2023-01-15,31,Ambient Grocery,273,125,28,22,1
851,2023-01-15,31,Industrial Consumables,145,125,22,0,3
852,2023-01-15,31,Frozen Food,142,125,5,16,0
853,2023-01-15,32,Pharmaceuticals,168,125,19,23,0
854,2023-01-15,32,Electronics,258,125,22,33,0
855,2023-01-15,32,Building Materials,151,125,16,9,0
856,2023-01-15,32,Homewares,226,125,16,26,2
857,2023-01-15,32,Beverages,290,125,25,40,2
858,2023-01-15,32,Apparel,246,125,18,32,0
859,2023-01-15,32,Mining Consumables,255,125,22,33,0
860,2023-01-15,32,Chilled Food,246,125,28,23,1
861,2023-01-15,32,Auto Parts,149,125,18,12,0
862,2023-01-15,32,Ambient Grocery,278,125,20,41,2
863,2023-01-15,32,Industrial Consumables,98,125,9,9,2
864,2023-01-15,32,Frozen Food,190,125,25,18,0
865,2023-01-15,33,Pharmaceuticals,210,500,24,21,1
866,2023-01-15,33,Electronics,88,500,11,12,0
867,2023-01-15,33,Building Materials,214,500,20,20,1
868,2023-01-15,33,Homewares,337,500,26,30,0
869,2023-01-15,33,Beverages,136,500,8,9,0
870,2023-01-15,33,Apparel,217,500,24,21,0
871,2023-01-15,33,Mining Consumables,347,500,27,44,0
872,2023-01-15,33,Chilled Food,263,500,27,33,2
873,2023-01-15,33,Auto Parts,283,500,24,36,1
874,2023-01-15,33,Ambient Grocery,87,500,6,9,0
875,2023-01-15,33,Industrial Consumables,225,500,22,28,0
876,2023-01-15,33,Frozen Food,252,500,27,20,0
877,2023-01-15,36,Pharmaceuticals,177,250,27,21,2
878,2023-01-15,36,Electronics,194,250,14,19,0
879,2023-01-15,36,Building Materials,202,250,18,24,2
880,2023-01-15,36,Homewares,277,250,24,32,2
881,2023-01-15,36,Beverages,256,250,24,36,1
882,2023-01-15,36,Apparel,139,250,5,16,1
883,2023-01-15,36,Mining Consumables,60,250,0,8,0
884,2023-01-15,36,Chilled Food,257,250,15,26,1
885,2023-01-15,36,Auto Parts,132,250,12,11,0
886,2023-01-15,36,Ambient Grocery,245,250,31,22,0
887,2023-01-15,36,Industrial Consumables,287,250,35,32,0
888,2023-01-15,36,Frozen Food,170,250,18,23,0
889,2023-01-15,38,Pharmaceuticals,135,500,25,18,0
890,2023-01-15,38,Electronics,92,500,11,10,0
891,2023-01-15,38,Building Materials,245,500,36,18,0
892,2023-01-15,38,Homewares,194,500,17,24,0
893,2023-01-15,38,Beverages,294,500,24,33,0
894,2023-01-15,38,Apparel,114,500,12,9,2
895,2023-01-15,38,Mining Consumables,355,500,36,37,0
896,2023-01-15,38,Chilled Food,108,500,10,5,0
897,2023-01-15,38,Auto Parts,155,500,12,30,0
898,2023-01-15,38,Ambient Grocery,299,500,35,41,1
899,2023-01-15,38,Industrial Consumables,246,500,30,26,3
900,2023-01-15,38,Frozen Food,192,500,23,29,0
901,2023-01-15,39,Pharmaceuticals,313,250,37,34,0
902,2023-01-15,39,Electronics,56,250,9,8,0
903,2023-01-15,39,Building Materials,239,250,24,30,1
904,2023-01-15,39,Homewares,167,250,15,25,2
905,2023-01-15,39,Beverages,219,250,15,29,0
906,2023-01-15,39,Apparel,213,250,29,21,2
907,2023-01-15,39,Mining Consumables,175,250,17,16,1
908,2023-01-15,39,Chilled Food,149,250,5,18,0
909,2023-01-15,39,Auto Parts,299,250,31,40,0
910,2023-01-15,39,Ambient Grocery,141,250,15,20,0
911,2023-01-15,39,Industrial Consumables,301,250,32,49,2
912,2023-01-15,39,Frozen Food,131,250,17,14,0
913,2023-01-15,41,Pharmaceuticals,237,250,27,23,0
914,2023-01-15,41,Electronics,138,250,11,15,0
915,2023-01-15,41,Building Materials,313,250,36,41,0
916,2023-01-15,41,Homewares,273,250,20,28,0
917,2023-01-15,41,Beverages,284,250,39,29,0
918,2023-01-15,41,Apparel,132,250,14,8,1
919,2023-01-15,41,Mining Consumables,275,250,32,38,1
920,2023-01-15,41,Chilled Food,242,250,21,30,0
921,2023-01-15,41,Auto Parts,249,250,24,25,0
922,2023-01-15,41,Ambient Grocery,196,250,21,13,1
923,2023-01-15,41,Industrial Consumables,242,250,24,24,0
924,2023-01-15,41,Frozen Food,317,250,28,31,0
925,2023-01-15,42,Pharmaceuticals,313,66,29,27,2
926,2023-01-15,42,Electronics,202,66,21,14,1
927,2023-01-15,42,Building Materials,279,66,12,29,1
928,2023-01-15,42,Homewares,230,66,22,23,1
929,2023-01-15,42,Beverages,268,66,24,19,1
930,2023-01-15,42,Apparel,304,66,21,31,0
931,2023-01-15,42,Mining Consumables,268,66,27,38,2
932,2023-01-15,42,Chilled Food,216,66,21,28,1
933,2023-01-15,42,Auto Parts,155,66,28,26,0
934,2023-01-15,42,Ambient Grocery,163,66,16,19,1
935,2023-01-15,42,Industrial Consumables,197,66,11,29,0
936,2023-01-15,42,Frozen Food,149,66,15,15,0
937,2023-01-15,44,Pharmaceuticals,139,66,9,26,2
938,2023-01-15,44,Electronics,75,66,11,0,1
939,2023-01-15,44,Building Materials,39,66,0,0,0
940,2023-01-15,44,Homewares,201,66,21,17,0
941,2023-01-15,44,Beverages,186,66,24,27,1
942,2023-01-15,44,Apparel,116,66,14,6,1
943,2023-01-15,44,Mining Consumables,45,66,4,12,0
944,2023-01-15,44,Chilled Food,210,66,25,31,0
945,2023-01-15,44,Auto Parts,175,66,15,7,0
946,2023-01-15,44,Ambient Grocery,109,66,11,7,0
947,2023-01-15,44,Industrial Consumables,68,66,8,9,0
948,2023-01-15,44,Frozen Food,280,66,30,35,2
949,2023-01-15,46,Pharmaceuticals,270,250,39,28,0
950,2023-01-15,46,Electronics,221,250,12,17,0
951,2023-01-15,46,Building Materials,310,250,38,41,2
